AllGather,AllReduce,ReduceScatter,compute,mem,others,total_time
7.886010517,10.344055614,1.462818318,6.623236196,0.256578433,0.9043853709999999,27.477084449000003
7.915649171999999,9.970480679,1.481623049,6.630925349,0.256566463,0.904708841,27.159953553
7.930665458,10.713036933,1.479868301,6.6352857290000005,0.256587695,0.904701261,27.920145376999994
7.851620869,10.228429767,1.47667193,6.636497354,0.256595314,0.904640547,27.354455781
7.869595309,9.996409782,1.4886015769999998,6.63796185,0.25656133799999997,0.904735032,27.153864888
7.837975987,11.036773707,1.4630883670000001,6.622717663,0.25655448000000003,0.9041383009999999,28.121248504999997
7.852487711,10.626338023,1.459946962,6.620749812,0.25654046799999997,0.904762761,27.720825737
7.849631105,11.069662037,1.476866856,6.632666742,0.25658934800000005,0.904757709,28.190173797000007
7.869961737,10.343240868,1.46484706,6.630222719000001,0.256506318,0.9044392739999999,27.469217976
7.8510371139999995,10.766731469,1.4665884550000001,6.621184265,0.25641685799999997,0.904058862,27.866017023000005
7.866524938999999,11.049204127000001,1.474138833,6.648561563,0.256586353,0.90366126,28.198677075
7.869289140999999,10.484844418,1.454910067,6.664591076,0.25654662500000003,0.904340775,27.634522102000002
7.859117732,11.253493828,1.469808442,6.615904604000001,0.25634442,0.903925521,28.358594547000003
7.875974717999999,10.464979651,1.461355486,6.595569398,0.256024067,0.9040797669999999,27.557983086999997
7.8262607939999995,10.725556401,1.4566409960000002,6.627613618000001,0.256499773,0.9045635280000001,27.797135109999996
7.811530938,10.347931462,1.460034563,6.62443956,0.25642481,0.904160444,27.404521777000003
7.868272027000001,10.661878167000001,1.463669551,6.626932231,0.25655908499999996,0.904291968,27.781603029000003
7.8647369419999995,10.86075712,1.4826146759999999,6.6354857449999995,0.256497923,0.904296647,28.004389053
7.88391291,10.569323505,1.465183822,6.6074608779999995,0.256478169,0.9040931480000001,27.686452432
7.891965281,10.424966901,1.469738073,6.641937035999999,0.256553057,0.9042850499999999,27.589445398
7.907431702,10.064694750000001,1.4764760209999999,6.634415574,0.25646334200000004,0.904316021,27.243797409999996
7.874676684,10.889899998999999,1.482946641,6.6207927600000005,0.256510403,0.904429114,28.029255600999996
7.892047958,10.126329312,1.474866988,6.626251504,0.256508992,0.904497207,27.280501961000002
7.904685151000001,10.577230593,1.476596284,6.633451064,0.256554238,0.9043941139999999,27.752911444000002
8.415535428,10.657063501,1.416424547,6.623089181,0.256361942,0.903984994,28.272459592999997
7.920914979,9.826134223999999,1.456602879,6.589856393,0.25578695,0.90393359,26.953229015000005
7.847611058,10.392348709,1.460875492,6.621912705,0.256450195,0.903346455,27.482544614
7.890726794,11.277270123000001,1.472492763,6.635993368,0.256531176,0.9043423030000001,28.437356527
7.840276493999999,10.415833037,1.452210939,6.624230849,0.256533155,0.904583888,27.493668362000005
7.893529656000001,10.174388998,1.480820385,6.617846644,0.256475051,0.904533999,27.327594733
7.87075219,10.243476232999999,1.4795120400000001,6.622686203,0.256483654,0.904374205,27.377284525000004
7.873609422,10.292692599,1.482949936,6.614492361000001,0.256105894,0.903466626,27.423316838
7.847386676,10.440784690000001,1.475114249,6.613779028,0.256434831,0.904017733,27.537517207
7.830219966999999,10.97006445,1.45473133,6.632014829,0.256579857,0.904734825,28.048345257999998
7.911151246999999,10.366022274999999,1.479943184,6.6164177120000005,0.256358902,0.9041058319999999,27.533999151999996
7.835045751,10.613949156999999,1.468934703,6.633563859,0.256501705,0.904096272,27.712091447
7.869281041,10.682950998,1.458915323,6.631474164999999,0.256537619,0.904728908,27.803888054
7.90036556,10.395357027,1.47926802,6.633346083,0.25652650499999996,0.904559254,27.569422449
7.868227012999999,10.78352562,1.4786467589999999,6.630606244000001,0.256518017,0.9045102429999999,27.922033896000002
7.86002657,10.428090695000002,1.469166923,6.632176053999999,0.256530136,0.903638728,27.549629106000005
7.854146337,10.43169701,1.466261304,6.616818338,0.256432337,0.9043734520000001,27.529728778
7.8692393670000005,10.586865325000002,1.487770625,6.618362064,0.256369369,0.904309334,27.722916084000005
7.891795906,10.64315,1.470875239,6.636330155,0.256565541,0.9041110720000001,27.802827913
7.953043761000001,10.060107325,1.485409843,6.632963009999999,0.256528577,0.904016135,27.292068651000005
7.861134021,10.747212268,1.475544981,6.607789109,0.256458305,0.904602681,27.852741364999996
7.86184823,10.79176339,1.476569185,6.631533222,0.256573477,0.904924074,27.923211578000004
7.795706222,11.011366048,1.478318887,6.622253097,0.256063504,0.902909929,28.066617687000004
7.900507004,10.391003478,1.492430712,6.613650945000001,0.255885833,0.902315215,27.555793187000003
7.87968506,9.936792287,1.47142247,6.633516689,0.25602686900000005,0.9028384150000001,27.08028179
7.83888955,10.488331432999999,1.463615789,6.611707018,0.256038677,0.9027998780000001,27.561382345000002
7.805701909000001,10.714115235,1.4545412260000001,6.615067056,0.25606837,0.90289796,27.748391756
7.828059132,10.606334523,1.461850937,6.6202503870000005,0.2560628,0.9028353339999999,27.675393113
7.858875471999999,10.092843658,1.464910862,6.606200479999999,0.255841198,0.90236176,27.181033429999996
7.861811575,10.33211126,1.472556507,6.577871599,0.255618115,0.901974257,27.401943313
7.851871781,10.630856479,1.470917287,6.592197486,0.25572903199999997,0.9034993299999999,27.705071394999997
7.863926884,10.41995126,1.460224647,6.582230527,0.25569575,0.9025318290000001,27.484560896999994
7.814156855999999,11.094687375,1.4700765919999998,6.620386443999999,0.256004729,0.9027556120000001,28.158067608
7.8197373699999995,9.936366551999999,1.461049094,6.610070154,0.256087127,0.903072659,26.986382955999996
7.912899187999999,10.29721141,1.487329903,6.602461991,0.25580122299999997,0.902549378,27.458253093
7.8468511130000005,10.67776828,1.470269332,6.617024412000001,0.256045518,0.903105849,27.771064504
7.836521381,10.659929477,1.469766407,6.613775774,0.256083128,0.903268962,27.739345128999997
7.807115417,10.797891202,1.45753115,6.619449480999999,0.25608556299999996,0.902706409,27.840779222
7.84576389,10.606535719,1.468397599,6.619819645000001,0.256041711,0.902934023,27.699492587000005
7.868452222,11.08195709,1.472892868,6.614391255,0.25605967199999996,0.9027441730000001,28.19649728
7.865645359,9.917521198000001,1.467510104,6.6214559909999995,0.256044993,0.902864766,27.031042410999998
7.8506988280000005,10.265800676000001,1.4728463139999999,6.624236058,0.25598067999999996,0.902478505,27.372041060999997
7.881430321,10.134165801,1.464825878,6.615718971000001,0.255785035,0.902472661,27.254398667
7.869891522,10.417519001,1.46178936,6.612281852,0.255793038,0.902571793,27.519846566
7.856535729999999,9.899696824000001,1.4850969379999999,6.61201516,0.256007374,0.902568356,27.011920382
7.841407466000001,10.775938659,1.472336692,6.62309367,0.25604091,0.90277622,27.871593617000002
7.864934847000001,10.788773272,1.4809436,6.631371886,0.25605857800000004,0.902715242,27.924797425
7.8904942170000005,10.744442833999999,1.4696560239999998,6.621466909,0.25641047,0.904094689,27.886565143
7.862499326,10.394625255000001,1.4671904199999999,6.615341239999999,0.256012987,0.903143827,27.498813054999996
7.8788611,10.372134636,1.473440311,6.62086136,0.256060075,0.902859459,27.504216941
7.877954464,10.248165612000001,1.467397033,6.616368274,0.255984123,0.9030800729999999,27.368949579
7.830061734999999,10.505778686,1.4664213830000001,6.613354618000001,0.256411897,0.904932795,27.576961114000007
7.892859527000001,10.898243734,1.484303026,6.6466253150000005,0.256525126,0.90418994,28.082746668000002
7.917636329,10.228785156,1.4974470850000001,6.602201452,0.256148904,0.904568992,27.406787918000003
7.890415570999999,11.170112188,1.476530252,6.619619812,0.25636812099999995,0.9042194419999999,28.317265386
7.875070888,10.107813982,1.4737525230000001,6.628229324,0.25650149499999997,0.90433195,27.245700162000002
7.8772117,9.975933836,1.4661263690000002,6.6365606669999995,0.256590325,0.904508412,27.116931308999998
7.891677183,10.927477634,1.465884609,6.636488196,0.256504671,0.9044155819999999,28.082447875000003
7.855125281,10.930741909,1.472844266,6.609887533,0.256029841,0.9028160860000001,28.027444916
7.866652598999999,10.787143352,1.473072017,6.6323223769999995,0.256544384,0.904287178,27.920021907
7.872382084,10.577970552999998,1.471995559,6.6372760799999995,0.25658467100000004,0.904574256,27.720783203
8.100535225,10.378702076,1.439112018,6.623282951,0.256390476,0.90392056,27.701943306
7.825926322,10.715913135000001,1.471455406,6.637981429000001,0.2564769,0.904338423,27.812091615000003
7.854500268,10.793935928000002,1.464146479,6.624567405,0.256563408,0.904283157,27.897996645000003
7.897110672000001,10.585323490999999,1.482053993,6.623947151,0.25658254399999997,0.904422796,27.749440647
7.894009110999999,10.797953125,1.469521502,6.658677711999999,0.256619005,0.904388009,27.981168464
7.914787109000001,10.659067337,1.473066835,6.624263623,0.256233917,0.904430516,27.831849337000005
7.867530476,10.738547556,1.4774934659999999,6.622698688000001,0.25642999,0.904382081,27.867082257
7.903285942,10.024711421,1.47928754,6.632008766,0.256537871,0.904978211,27.200809751000005
7.871742339000001,10.363836075,1.472784668,6.6144699529999995,0.256480094,0.904659451,27.483972579999996
7.920581868999999,11.351001538,1.477398733,6.613771202,0.256467581,0.903722171,28.522943094000002
7.847124538,10.596000400000001,1.4748264610000001,6.6220845200000005,0.256474717,0.904386908,27.700897544000004
8.019615642,10.683877904000001,1.470058651,6.638330618,0.25636337800000003,0.903398556,27.971644749
7.8192744439999995,10.821278295,1.454980305,6.640302389,0.256503019,0.90449245,27.896830902
7.852170371000001,10.779005655999999,1.46398163,6.62934446,0.256538775,0.9044892489999999,27.885530141
7.859483329000001,10.403238037,1.457869302,6.621226472,0.25651051799999997,0.9040017880000001,27.502329446
7.839609595,10.667144189,1.478655837,6.621128436999999,0.256506226,0.904297215,27.767341498999997
7.849754922,10.371455464,1.464588638,6.605298314,0.256133294,0.903518242,27.450748874
7.852158874000001,10.682386979,1.466239552,6.6219722700000005,0.256558481,0.9041652299999999,27.783481386
7.87245491,11.089636305,1.468572128,6.624020256,0.256524474,0.903854332,28.215062405
7.905188263,10.074100005,1.466628032,6.628901186,0.25647033900000005,0.903927197,27.235215022000002
7.860846971,10.463203224999999,1.458925349,6.643595147,0.256489787,0.904444664,27.587505142999998
7.835936760999999,11.187205762,1.463360694,6.629432554,0.25649435,0.904135242,28.276565363
7.877545909,10.774347221,1.466767895,6.63093115,0.25654360600000004,0.903926727,27.910062508000003
7.857813965,10.859694758,1.460126682,6.633460996,0.25657983300000003,0.9036267450000001,27.971302979000004
7.860602407,10.63216208,1.458284752,6.627574189,0.25651402300000004,0.903867117,27.739004568
7.820062478,10.532036717999999,1.4650559539999999,6.629061394000001,0.256521496,0.904478841,27.607216881
7.858967497,11.744324213,1.474857856,6.634347412,0.25665336,0.904145615,28.873295952999996
7.927164042999999,10.777023680000001,1.468184478,6.621327342,0.25640236099999997,0.903917136,27.95401904
